id,title,type,episodes,status,score,rank,popularity,favorites,genres,image,genres_list,synopsis_clean
723,Cosmic Baton Girl Comet-san☆,TV,43,Finished Airing,7.23,3307.0,8725,42,"Adventure, Comedy, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/1710/95290l.jpg,"['Adventure', 'Comedy', 'Drama', 'Sci-Fi']","Comet (12 years old in human years) is the princess of the Harmonica Star country and was to meet the prince of the Tambourine Star country at a ball where he'd pick a bride. But he isn't there and so Comet is sent to Earth to find him. He'll be known by the starlight in his eyes. She finds the Earth and she loves the people she meets there. Meanwhile, Princess Meteor of the Castanet Star country also arrives on Earth in search of the prince. Comet's companion is a little puppy with a star at the end of his tail named Rubba Ball. Of course, Comet was not the first to visit the Earth and love it, another before her did as well and married. Her pet (a white cat with bunny ears and a tiny heart on her tail named Bunny) continued life as a kind of fairy in the forest. Comet's power is drawn from the stars of her home and is channeled through her baton; she also wears a special pendant from where Rubba Ball immerges, and with which she can detect and find the prince."
724,Hime-chan no Ribbon,TV,61,Finished Airing,7.45,2261.0,6771,76,"Comedy, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/1049/111001l.jpg,"['Comedy', 'Fantasy', 'Romance']","Erika, the princess of the Magic Kingdom has come to Earth in order to find a human girl who looks just like her. That girl turns out to be Himeko Nonohara, a tomboy's tomboy. Erika must give Himeko a magical item she has created in order to prove her worth as a successor to the crown. Himeko must test this item, a hair ribbon that allows her to transform into any other person she sees, to see if it is worthy. The series follows Himeko's adventures and her budding romance with Daichi, the boy who discovers her secret."
725,Mahou no Yousei Persia,TV,48,Finished Airing,6.82,5411.0,9603,13,Comedy,https://cdn.myanimelist.net/images/anime/8/41447l.jpg,['Comedy'],"11-year-old Persia has grown up alongside the animals on the Serengeti plains of Africa. Twins Riki and Gaku Muroi and their grandfather, Gouken, bring Persia to Japan with them, where she will live with a couple (who Persia calls Mama and Papa) that own a grocery store. During the flight to Japan, Persia finds herself in the ""Lovely Dream"" where she meets the Fairy Queen, who explains that the Lovely Dream is in danger and requests Persia's help. Giving Persia a magical headband (which can also summon a magical baton) that allows her to transform into a teenage girl, connecting her to the Lovely Dream and allowing her to use magic. She is sent with three kappa back into the regular world with the mission of collecting love energy to thaw the frozen Lovely Dream. If Persia fails her task of collecting love energy or if someone catches her using magic, Riki and Gaku will be transformed into women."
726,Mahou no Angel Sweet Mint,TV,47,Finished Airing,6.61,6647.0,9638,10,,https://cdn.myanimelist.net/images/anime/1860/106159l.jpg,[],"Mint is a girl who happens to be the princess of the world of dreams and magic. The natural environment of her world is a reflection of the dreams of the people on Earth. It is now in danger as people lose faith in their dreams and let darkness enter their hearts. The environment of Mint's world is starting to wither and die. On her 12th birthday, after a gala celebration with her father the King and her mother, she agrees to go to the world of humans to try to preserve people's hopes and dreams, and to prove that she has the qualities necessary to be a wise ruler. Her father arranges for her to stay with his sister, Mint's aunt Herb, who runs a gift shop on Earth called ""Happiness Shop"". (Source: AniDB)"
727,Five Star Stories,Movie,1,Finished Airing,6.58,6860.0,5817,50,"Drama, Fantasy, Sci-Fi",https://cdn.myanimelist.net/images/anime/11/76054l.jpg,"['Drama', 'Fantasy', 'Sci-Fi']","Amaterasu is the god of light, the future emperor of the Joker Star System. Under the guise of young mecha conceptor Ladios Sopp, he is compelled by an old friend, Dr Ballanche, to save his two latest Fatimas Lachesis and Clotho. And so began the stories of the Joker System, as well as Amaterasu's love for Lachesis."
728,Mahou no Tenshi Creamy Mami,TV,52,Finished Airing,7.21,3410.0,5743,165,"Comedy, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/8/50081l.jpg,"['Comedy', 'Romance', 'Sci-Fi']","Creamy Mami is about a young girl, Yuu, who after seeing a spaceship is given the power to use magic for one year. She is also given 2 cats, Poji and Nega, to watch over and guide her. Using her magic powers to transform into the idol Creamy Mami, Yuu must work hard at acting, singing, helping her parents at their crepe shop, fighting aliens and bad guys, going to school, plus try to get the affections of her childhood friend Toshio."
729,Mahou no Tenshi Creamy Mami: Long Goodbye,OVA,1,Finished Airing,6.48,7446.0,11925,1,"Comedy, Romance",https://cdn.myanimelist.net/images/anime/9/24833l.jpg,"['Comedy', 'Romance']","Shingo is planning the film ""A Story of Two Worlds"" starring Megumi. Yuu's transformation into Creamy Mami is happening without her wanting it. She is asked to star in the film too. But the magic doesn't last..."
730,Ningyo,Movie,1,Finished Airing,6.26,8819.0,9529,7,Fantasy,https://cdn.myanimelist.net/images/anime/11/27252l.jpg,['Fantasy'],"In a fictional place where using the imagination is banned, a boy saves a fish, which surprises everyone by turning into a mermaid. The boy is arrested for imagining this ""nonsense"", and is robbed of his imagination as punishment."
731,Kikou Ryouhei Merowlink,OVA,12,Finished Airing,7.16,3730.0,6489,76,Sci-Fi,https://cdn.myanimelist.net/images/anime/4/23503l.jpg,['Sci-Fi'],"As the sole survivor from a squad that was sacrificed and hung out as scapegoats for embezzlement of military resources at the end of the 100 years war, Merowlink Ality is out for revenge. Carrying the dogtags of his deceased comrades and armed with a dated AT rifle, he swears to hunt down and exact revenge on the corrupt officers that betrayed his squad, and maybe even uncover the truth behind the plot as well."
732,Honoo no Tenkousei,OVA,2,Finished Airing,6.57,6883.0,7650,13,"Comedy, Sports",https://cdn.myanimelist.net/images/anime/10/79406l.jpg,"['Comedy', 'Sports']","Transfer student Takisawa Noboru quickly learns that all disputes at his new school are settled in the boxing ring. Now he finds himself in a series of showdowns with the local top dog, Ibuki Saburo, for the love and respect of the beautiful Yukari."
733,Carol,OVA,1,Finished Airing,4.92,13873.0,11620,2,Fantasy,https://cdn.myanimelist.net/images/anime/1306/103782l.jpg,['Fantasy'],"Carol is the tale of a teenage girl whose life seems normal enough until she notices music disappearing from all around her, such as the sound of Big Ben, her father`s cello-playing, and the concert of her favorite band, Gaball Screen. After hearing some mysterious voices, Carol is transported to a fantastic world where she must fight against the evil monsters who are stealing the music from Earth. She meets and is assisted by three dashing heroes: Clark, Tico, and Flash. (Source: AniDB)"
734,Coo: Tooi Umi kara Kita Coo,Movie,1,Finished Airing,6.65,6405.0,10399,5,"Adventure, Drama, Mystery",https://cdn.myanimelist.net/images/anime/2/49723l.jpg,"['Adventure', 'Drama', 'Mystery']","Obata Yousuke lives on Pagopago in the Fiji archipelago with his father Tetsuo, a specialist in oceanographic biology. After a storm strikes the island, Yousuke rides to the lagoon with his Jet Ski and finds a strange baby dinosaur there. He takes it to his father's laboratory and names it Coo. Coo grows and seems to be a large marine reptile (a baby plesiosaur) which lived there some 65 million years ago. But Coo soon becomes an object of interest for the French secret service, assigned to protect the nuclear interests of France in that otherwise peaceful part of the world. (Source: AniDB)"
735,Cosmo Police Justy,OVA,1,Finished Airing,5.38,13026.0,10404,3,"Action, Sci-Fi, Supernatural",https://cdn.myanimelist.net/images/anime/1087/135662l.jpg,"['Action', 'Sci-Fi', 'Supernatural']","Since Justy Kaizard joined the Cosmo Police as a hunter, he has utilized his powerful psychic abilities to apprehend over two hundred criminal espers, including the notorious Magnamam Vega. Between his dangerous missions, Justy enjoys spending time with his two sisters—including the secretly adopted Astaris Vega, the daughter of the same infamous criminal Justy once killed. With the criminals of the galaxy upset at Justy's success, they begin to hatch a plan to rid the universe of him in order for their reign of terror to go unchecked. [Written by MAL Rewrite]"
736,Delpower X Bakuhatsu Miracle Genki!,OVA,1,Finished Airing,5.27,13302.0,11782,1,"Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/1447/94000l.jpg,"['Comedy', 'Sci-Fi']","Manami is your typical schoolgirl, despite the odd machines her grandfather is always building. One day, though, an odd evil robot comes to attack Minami's school, and commits the ultimate offense of threatening her friends... and ruining her lunch. Now, she will stop at nothing to return order to the world in her grandpa's newest creation: the mecha Del Power X."
737,Mainichi ga Nichiyoubi,OVA,6,Finished Airing,6.2,9152.0,11172,1,"Comedy, Romance",https://cdn.myanimelist.net/images/anime/3/62363l.jpg,"['Comedy', 'Romance']","Yumi Takeshita is a cheerful lady who recently joined the police force of the Tawagoto precinct. When she was still a middle school student, she was saved from being hit by a truck thanks to a stranger. Several years later, she meets her savior once again while performing her first arrest attempt. He is a magician named Tohru Ichidaiji and Yumi is charmed to finally meet him. As a police officer who is assigned to several odd tasks, she will keep asking for the help of the handy Tohru."
738,Gall Force 1: Eternal Story,Movie,1,Finished Airing,6.35,8222.0,7535,16,"Adventure, Sci-Fi",https://cdn.myanimelist.net/images/anime/1720/121339l.jpg,"['Adventure', 'Sci-Fi']","Two advanced civilizations, the Paranoids (a race of alien humanoids) and the Solenoids (who are all women) are waging a war that has gone on for centuries. When the Solenoid fleet leaves a battle to defend an experimentally terraformed world from the Paranoids, one damaged Solenoid ship, the Star Leaf, is separated from the fleet. Only seven women remain alive on the ship: Eluza, the captain, Rabby, the solid more or less main character, Lufy, the brash pilot, Catty, the mysterious science officer, Pony, the pink-haired ditzy tech, Patty, a solid crew member, and Remy, the cute one. After narrowly escaping the battle, the crew of the Star Leaf decides to continue with their orders and rendezvous at planet Chaos to defend it. It turns out, however, that their ship is the subject of a Paranoid experiment. In the end, it is up to the remaining crew Star Leaf to defend the artificial paradise of Chaos from the Paranoid fleet and the plans of the Solenoid leaders. (Source: AniDB)"
739,Gall Force 2: Destruction,OVA,1,Finished Airing,6.32,8420.0,9763,3,"Action, Sci-Fi",https://cdn.myanimelist.net/images/anime/12/26520l.jpg,"['Action', 'Sci-Fi']","Lufy, discovered floating lifeless in space, is brought on board a Solnoid cruiser and given another chance at life. Once the hardened warrior, she is shown events that shake her faith (one's own death seems to have a way of changing one's philosophy) and lessening her power as a fighter just as that power is most needed! (Source: AniDB)"
740,Gall Force: Chikyuu Shou,OVA,3,Finished Airing,6.12,9594.0,9961,2,Sci-Fi,https://cdn.myanimelist.net/images/anime/10/26526l.jpg,['Sci-Fi'],"The year 2085 and the only winners of the last war were the machines. Years previously the human race discovered the ruins of an ancient ship beneath the moon's surface and used the knowledge gained to create weapons of war. Eventually these weapons turned against mankind, seeing them as a threat and deciding the only way to stop these war loving humans was to destroy them. Heavily influenced by the 1988 Terminator movie, this new series focuses upon Sandy Newman as she leads a band of warriors in an attempt to reclaim the earth from the machines. If they can reach a group of unlaunched nuclear missiles, they can take out the machine`s headquarters located in Australia. (Source: AniDB)"
741,Gall Force: New Era,OVA,2,Finished Airing,5.65,12080.0,10724,0,Sci-Fi,https://cdn.myanimelist.net/images/anime/6/26527l.jpg,['Sci-Fi'],"The year is 2291, and the citizens live a peaceful existence after the catastrophic war between the humans and the Yuman. This quiet life is about to be shattered, the leader of the Yuman is not convinced the war is over, and now plans to renew hostilities! (Source: AniDB)"
